symbol	hgnc_id	entrez_id	ensembl_gene_id	gene_name	uniprot_ids	protein_name_uniprot	alias_symbols	disease	category	label	evidence	note	source
SLC6A1	HGNC:11042	6529	ENSG00000157103	solute carrier family 6 member 1	P30531		GAT1|GABATR|GABATHG|GAT-1|hGAT-1	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
KRTAP19-5	HGNC:18940	337972	ENSG00000186977	keratin associated protein 19-5	Q3LI72		KAP19.5	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
ZNF92	HGNC:13168	168374	ENSG00000146757	zinc finger protein 92	Q03936		HPF12|TF12	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
TM6SF2	HGNC:11861	53345	ENSG00000213996	transmembrane 6 superfamily member 2	Q9BZW4		Lpr4	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC2A9	HGNC:13446	56606	ENSG00000109667	solute carrier family 2 member 9	Q9NRM0		Glut9|GLUTX|URATv1	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC9A3	HGNC:11073	6550	ENSG00000066230	solute carrier family 9 member A3	P48764		NHE-3|NHE3	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
NR1H4	HGNC:7967	9971	ENSG00000012504	nuclear receptor subfamily 1 group H member 4	Q96RI1		FXR|RIP14|HRR1|HRR-1	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC26A9	HGNC:14469	115019	ENSG00000174502	solute carrier family 26 member 9	Q7LBE3			prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
PRKN	HGNC:8607	5071	ENSG00000185345	parkin RBR E3 ubiquitin protein ligase	O60260		PDJ|AR-JP|parkin|PARK2	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
ST6GALNAC4	HGNC:17846	27090	ENSG00000136840	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4	Q9H4F1		ST6GALNACIV|SIAT3C|SIAT7D	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
ACTR1B	HGNC:168	10120	ENSG00000115073	actin related protein 1B	P42025		Arp1B|CTRN2	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
L3MBTL2	HGNC:18594	83746	ENSG00000100395	L3MBTL histone methyl-lysine binding protein 2	Q969R5		H-l(3)mbt-l|DKFZP761I141|dJ756G23.3	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
ADCY1	HGNC:232	107	ENSG00000164742	adenylate cyclase 1	Q08828		AC1|DFNB44	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC35D4	HGNC:31723	85019	ENSG00000134490	solute carrier family 35 member D4	Q24JQ0		MGC11386|FLJ44259|C18orf45|TMEM241	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
CCDC57	HGNC:27564	284001	ENSG00000176155	coiled-coil domain containing 57	Q2TAC2		FLJ00130|FLJ23754	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
RHEB	HGNC:10011	6009	ENSG00000106615	Ras homolog, mTORC1 binding	Q15382		RHEB2	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
RC3H1	HGNC:29434	149041	ENSG00000135870	ring finger and CCCH-type domains 1	Q5TC82		KIAA2025|roquin|RP5-1198E17.5|RNF198	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
PACSIN2	HGNC:8571	11252	ENSG00000100266	protein kinase C and casein kinase substrate in neurons 2	Q9UNF0		SDPII	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
PCID2	HGNC:25653	55795	ENSG00000126226	PCI domain containing 2	Q5JVF3		FLJ11305	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
HSD3B1	HGNC:5217	3283	ENSG00000203857	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1	P14060		SDR11E1|HSDB3|HSD3B	prostate cancer	candidate	0	germline	1245C variant; extragonadal androgen synthesis	curated (Claude knowledge; unverified)
INTS9	HGNC:25592	55756	ENSG00000104299	integrator complex subunit 9	Q9NV88		FLJ10871|CPSF2L|RC-74	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
PRDM8	HGNC:13993	56978	ENSG00000152784	PR/SET domain 8	Q9NQV8		KMT8D	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
HACD2	HGNC:9640	201562	ENSG00000206527	3-hydroxyacyl-CoA dehydratase 2	Q6Y1H2		PTPLB	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC26A5	HGNC:9359	375611	ENSG00000170615	solute carrier family 26 member 5	P58743		DFNB61|PRESTIN|PRES	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC52A2	HGNC:30224	79581	ENSG00000185803	solute carrier family 52 member 2	Q9HAB3		FLJ11856|PAR1|GPCR41|D15Ertd747e|RFVT2|hRFT3|RFT3|HuPAR-1|GPR172A	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC18A1	HGNC:10934	6570	ENSG00000036565	solute carrier family 18 member A1	P54219		CGAT|VMAT1|VAT1	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
PRCP	HGNC:9344	5547	ENSG00000137509	prolylcarboxypeptidase	P42785		PCP|HUMPCP	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC29A4	HGNC:23097	222962	ENSG00000164638	solute carrier family 29 member 4	Q7RTT9		FLJ34923|ENT4	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
CD2AP	HGNC:14258	23607	ENSG00000198087	CD2 associated protein	Q9Y5K6		CMS	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
LHX6	HGNC:21735	26468	ENSG00000106852	LIM homeobox 6	Q9UPM6		LHX6.1|hLHX6	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
TAC1	HGNC:11517	6863	ENSG00000006128	tachykinin precursor 1	P20366		NPK|TAC2|NKNA	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC30A10	HGNC:25355	55532	ENSG00000196660	solute carrier family 30 member 10	Q6XR72		DKFZp547M236|ZnT-10|ZRC1|ZNT8|ZNT10	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC7A4	HGNC:11062	6545	ENSG00000099960	solute carrier family 7 member 4	O43246		HCAT3|CAT-4	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC25A20	HGNC:1421	788	ENSG00000178537	solute carrier family 25 member 20	O43772		CAC|CACT	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
IFITM3	HGNC:5414	10410	ENSG00000142089	interferon induced transmembrane protein 3	Q01628		1-8U|DSPA2b	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
REPS2	HGNC:9963	9185	ENSG00000169891	RALBP1 associated Eps domain containing 2	Q8NFH8		POB1	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
PDS5A	HGNC:29088	23244	ENSG00000121892	PDS5 cohesin associated factor A	Q29RF7		KIAA0648|PIG54|SCC-112	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC25A51	HGNC:23323	92014	ENSG00000122696	solute carrier family 25 member 51	Q9H1U9		MGC14836|CG7943|MCART1	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
ESD	HGNC:3465	2098	ENSG00000139684	esterase D	P10768			prostate cancer	random	0			HGNC protein-coding random, seed 20260921
GYPA	HGNC:4702	2993	ENSG00000170180	glycophorin A (MNS blood group)	P02724		GPA|MN|CD235a|PAS-2|MNS	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
LMOD3	HGNC:6649	56203	ENSG00000163380	leiomodin 3	Q0VAK6			prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC37A4	HGNC:4061	2542	ENSG00000137700	solute carrier family 37 member 4	O43826		GSD1b|GSD1c|GSD1d|G6PT|SPX4|G6PT1|G6PT2|G6PT3	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC25A13	HGNC:10983	10165	ENSG00000004864	solute carrier family 25 member 13	Q9UJS0		CITRIN|ARALAR2|CTLN2	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC9A6	HGNC:11079	10479	ENSG00000198689	solute carrier family 9 member A6	Q92581		NHE6|KIAA0267|NHE-6	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC39A1	HGNC:12876	27173	ENSG00000143570	solute carrier family 39 member 1	Q9NY26		ZIP1|ZIRTL	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC5A8	HGNC:19119	160728	ENSG00000256870	solute carrier family 5 member 8	Q8N695		AIT	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC38A7	HGNC:25582	55238	ENSG00000103042	solute carrier family 38 member 7	Q9NVC3		FLJ10815|SNAT7	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC15A5	HGNC:33455	729025	ENSG00000188991	solute carrier family 15 member 5	A6NIM6			prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC35A2	HGNC:11022	7355	ENSG00000102100	solute carrier family 35 member A2	P78381		UGAT|UGT|UGT1|UGT2|UGTL|UDP-Gal-Tr|UGALT	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC2A7	HGNC:13445	155184	ENSG00000197241	solute carrier family 2 member 7	Q6PXP3		GLUT7	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
TPPP3	HGNC:24162	51673	ENSG00000159713	tubulin polymerization promoting protein family member 3	Q9BW30		CGI-38|p25gamma|p20	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
TCERG1	HGNC:15630	10915	ENSG00000113649	transcription elongation regulator 1	O14776		CA150|Urn1|TAF2S	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
TIPE3	HGNC:20620	388121	ENSG00000183578	TNF alpha induced protein 8 like 3	Q5GJ75		FLJ41287|TNFAIP8L3	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
RLN2	HGNC:10027	6019	ENSG00000107014	relaxin 2	P04090		H2|RLXH2|bA12D24.1.1|bA12D24.1.2	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
RFC1	HGNC:9969	5981	ENSG00000035928	replication factor C subunit 1	P35251		A1|PO-GA|RFC140|MHCBFB	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
PHF3	HGNC:8921	23469	ENSG00000118482	PHD finger protein 3	Q92576			prostate cancer	random	0			HGNC protein-coding random, seed 20260921
LRRC40	HGNC:26004	55631	ENSG00000066557	leucine rich repeat containing 40	Q9H9A6		FLJ20331	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC40A1	HGNC:10909	30061	ENSG00000138449	solute carrier family 40 member 1	Q9NP59		MTP1|IREG1|FPN1|HFE4|FPN|SLC11A3	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SFR1	HGNC:29574	119392	ENSG00000156384	SWI5 dependent homologous recombination repair protein 1	Q86XK3		MEI5|bA373N18.1|FLJ41960|C10orf78|MEIR5	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC4A5	HGNC:18168	57835	ENSG00000188687	solute carrier family 4 member 5	Q9BY07		NBC4	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC22A11	HGNC:18120	55867	ENSG00000168065	solute carrier family 22 member 11	Q9NSA0		OAT4	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC28A2	HGNC:11002	9153	ENSG00000137860	solute carrier family 28 member 2	O43868		CNT2|SPNT1|HCNT2|HsT17153	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC25A53	HGNC:31894	401612	ENSG00000269743	solute carrier family 25 member 53	Q5H9E4		MCART6	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
RBM18	HGNC:28413	92400	ENSG00000119446	RNA binding motif protein 18	Q96H35		MGC2734	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
ACOT8	HGNC:15919	10005	ENSG00000101473	acyl-CoA thioesterase 8	O14734		hACTE-III|hTE|PTE-2|NAP1|PTE1	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC39A3	HGNC:17128	29985	ENSG00000141873	solute carrier family 39 member 3	Q9BRY0		ZIP3	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
GANAB	HGNC:4138	23193	ENSG00000089597	glucosidase II alpha subunit	Q14697		GluII|G2AN|KIAA0088|GIIA|GIIalpha	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
LIM2	HGNC:6610	3982	ENSG00000105370	lens intrinsic membrane protein 2	P55344		MP19|MP17	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC33A1	HGNC:95	9197	ENSG00000169359	solute carrier family 33 member 1	O00400		AT-1|AT1|ACATN|SPG42	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
HS6ST1	HGNC:5201	9394	ENSG00000136720	heparan sulfate 6-O-sulfotransferase 1	O60243		HS6ST	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC52A3	HGNC:16187	113278	ENSG00000101276	solute carrier family 52 member 3	Q9NQ40		bA371L19.1|hRFT2|RFVT3|RFT2|C20orf54	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
JAK2	HGNC:6192	3717	ENSG00000096968	Janus kinase 2	O60674		JTK10	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
FZD5	HGNC:4043	7855	ENSG00000163251	frizzled class receptor 5	Q13467		HFZ5|DKFZP434E2135|C2orf31	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
ATAD1	HGNC:25903	84896	ENSG00000138138	ATPase family AAA domain containing 1	Q8NBU5		FLJ14600|Msp1	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC4A9	HGNC:11035	83697	ENSG00000113073	solute carrier family 4 member 9	Q96Q91		AE4	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
YTHDC2	HGNC:24721	64848	ENSG00000047188	YTH N6-methyladenosine RNA binding protein C2	Q9H6S0		FLJ2194|FLJ10053|DKFZp564A186	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SEL1L	HGNC:10717	6400	ENSG00000071537	SEL1L adaptor subunit of SYVN1 ubiquitin ligase	Q9UBV2		IBD2|SEL1L1|Hrd3	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
CCDC181	HGNC:28051	57821	ENSG00000117477	coiled-coil domain containing 181	Q5TID7		FLJ25846|C1orf114	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC37A1	HGNC:11024	54020	ENSG00000160190	solute carrier family 37 member 1	P57057		SPX1	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
ATM	HGNC:795	472	ENSG00000149311	ATM serine/threonine kinase	Q13315		TEL1|TELO1|ATA|ATDC|ATC|ATD	prostate cancer	candidate	0	germline	DNA damage response	curated (Claude knowledge; unverified)
WNK1	HGNC:14540	65125	ENSG00000060237	WNK lysine deficient protein kinase 1	Q9H4A3		HSAN2|PPP1R167|PRKWNK1|HSN2	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
USP45	HGNC:20080	85015	ENSG00000123552	ubiquitin specific peptidase 45	Q70EL2		MGC14793	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
DENND6B	HGNC:32690	414918	ENSG00000205593	DENN domain containing 6B	Q8NEG7		MGC33692|AFI1B|FAM116B	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SOX30	HGNC:30635	11063	ENSG00000039600	SRY-box transcription factor 30	O94993			prostate cancer	random	0			HGNC protein-coding random, seed 20260921
DUSP9	HGNC:3076	1852	ENSG00000130829	dual specificity phosphatase 9	Q99956		MKP-4|MKP4	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
ACSL1	HGNC:3569	2180	ENSG00000151726	acyl-CoA synthetase long chain family member 1	P33121		LACS2|LACS|ACS1|LACS1|FACL1|FACL2	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
C21orf58	HGNC:1300	54058	ENSG00000160298	chromosome 21 open reading frame 58	P58505			prostate cancer	random	0			HGNC protein-coding random, seed 20260921
CYB5A	HGNC:2570	1528	ENSG00000166347	cytochrome b5 type A	P00167		MCB5|CYB5	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
HMSD	HGNC:23037	284293	ENSG00000221887	histocompatibility minor serpin domain containing	A8MTL9|P0C7T4		ACC-6|ACC6|C18orf53	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
ERCC8	HGNC:3439	1161	ENSG00000049167	ERCC excision repair 8, CSA ubiquitin ligase complex subunit	Q13216		CSA|CKN1	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
INAVA	HGNC:25599	55765	ENSG00000163362	innate immunity activator	Q3KP66		FLJ10901|C1orf106	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC5A2	HGNC:11037	6524	ENSG00000140675	solute carrier family 5 member 2	P31639		SGLT2	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC16A4	HGNC:10925	9122	ENSG00000168679	solute carrier family 16 member 4	O15374		MCT4|MCT5	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SH3GL1	HGNC:10830	6455	ENSG00000141985	SH3 domain containing GRB2 like 1, endophilin A2	Q99961		SH3P8|SH3D2B|CNSA1|EEN|MGC111371	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC41A2	HGNC:31045	84102	ENSG00000136052	solute carrier family 41 member 2	Q96JW4		DKFZP434K0427	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
C22orf31	HGNC:26931	25770	ENSG00000100249	chromosome 22 open reading frame 31	O95567		HS747E2A|bK747E2.1	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
PIEZO1	HGNC:28993	9780	ENSG00000103335	piezo type mechanosensitive ion channel component 1 (Er blood group)	Q92508		KIAA0233|FAM38A	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SNRPB	HGNC:11153	6628	ENSG00000125835	small nuclear ribonucleoprotein polypeptides B and B1	P14678		COD|SmB/SmB'|Sm-B/B'|snRNP-B|SNRPB1	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SAMD10	HGNC:16129	140700	ENSG00000130590	sterile alpha motif domain containing 10	Q9BYL1		C20orf136	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
CTH	HGNC:2501	1491	ENSG00000116761	cystathionine gamma-lyase	P32929		CSE	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC16A10	HGNC:17027	117247	ENSG00000112394	solute carrier family 16 member 10	Q8TF71		TAT1|MCT10	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
CAPN15	HGNC:11182	6650	ENSG00000103326	calpain 15	O75808		SOLH	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
RGS18	HGNC:14261	64407	ENSG00000150681	regulator of G protein signaling 18	Q9NS28		RGS13	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
PTEN	HGNC:9588	5728	ENSG00000171862	phosphatase and tensin homolog	P60484		MMAC1|TEP1|PTEN1|BZS|MHAM	prostate cancer	candidate	0	somatic	frequently lost; PI3K pathway activation	curated (Claude knowledge; unverified)
TREML1	HGNC:20434	340205	ENSG00000161911	triggering receptor expressed on myeloid cells like 1	Q86YW5		TLT1|dJ238O23.3	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
CYB5RL	HGNC:32220	606495	ENSG00000215883	cytochrome b5 reductase like	Q6IPT4		LOC606495	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC8A1	HGNC:11068	6546	ENSG00000183023	solute carrier family 8 member A1	P32418		NCX1	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC22A8	HGNC:10972	9376	ENSG00000149452	solute carrier family 22 member 8	Q8TCC7		OAT3	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC12A9	HGNC:17435	56996	ENSG00000146828	solute carrier family 12 member 9	Q9BXP2		CIP1	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
COX6A2	HGNC:2279	1339	ENSG00000156885	cytochrome c oxidase subunit 6A2	Q02221		COX6AH|COXVIAH|COXVIa-M	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC9A1	HGNC:11071	6548	ENSG00000090020	solute carrier family 9 member A1	P19634		PPP1R143|APNH|NHE1|NHE-1	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
KIF1B	HGNC:16636	23095	ENSG00000054523	kinesin family member 1B	O60333		KIAA0591|KLP|HMSNII|CMT2A|CMT2	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
EIF3CL	HGNC:26347	728689	ENSG00000205609	eukaryotic translation initiation factor 3 subunit C like	B5ME19			prostate cancer	random	0			HGNC protein-coding random, seed 20260921
TMEM207	HGNC:33705	131920	ENSG00000198398	transmembrane protein 207	Q6UWW9			prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SELL	HGNC:10720	6402	ENSG00000188404	selectin L	P14151		LSEL|LAM1|LAM-1|hLHRc|Leu-8|Lyam-1|PLNHR|CD62L|LYAM1|LNHR	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
ZNF30	HGNC:13090	90075	ENSG00000168661	zinc finger protein 30	P17039		KOX28|DKFZp686N19164|FLJ20562	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
ACE	HGNC:2707	1636	ENSG00000159640	angiotensin I converting enzyme	P12821		ACE1|CD143|DCP1	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
DAAM2	HGNC:18143	23500	ENSG00000146122	dishevelled associated activator of morphogenesis 2	Q86T65		KIAA0381|NPHS24	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC25A52	HGNC:23324	147407	ENSG00000141437	solute carrier family 25 member 52	Q3SY17		MCART2	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC50A1	HGNC:30657	55974	ENSG00000169241	solute carrier family 50 member 1	Q9BRV3		SCP|RP11-540D14.5|slv|RZPDo834D038D|HsSWEET1|SWEET1|RAG1AP1	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
AZGP1	HGNC:910	563	ENSG00000160862	alpha-2-glycoprotein 1, zinc-binding	P25311		ZA2G|ZAG	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
MUC7	HGNC:7518	4589	ENSG00000171195	mucin 7, secreted	Q8TAX7		FLJ27047|MG2	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
CNBD1	HGNC:26663	168975	ENSG00000176571	cyclic nucleotide binding domain containing 1	Q8NA66		FLJ35802	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
NUF2	HGNC:14621	83540	ENSG00000143228	NUF2 component of NDC80 kinetochore complex	Q9BZD4		NUF2R|CT106|CDCA1	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC11A2	HGNC:10908	4891	ENSG00000110911	solute carrier family 11 member 2	P49281		DCT1|DMT1|DMT-1|FLJ37416|NRAMP2	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
FOXO4	HGNC:7139	4303	ENSG00000184481	forkhead box O4	P98177		AFX1|MLLT7	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
ZBTB7C	HGNC:31700	201501	ENSG00000184828	zinc finger and BTB domain containing 7C	A1YPR0		ZNF857C|ZBTB36	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
TDP1	HGNC:18884	55775	ENSG00000042088	tyrosyl-DNA phosphodiesterase 1	Q9NUW8		FLJ11090|SCAN1	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC49A4	HGNC:16628	84925	ENSG00000138463	solute carrier family 49 member 4	Q96SL1		FLJ14784|RCC4|DIRC2	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
YBX3	HGNC:2428	8531	ENSG00000060138	Y-box binding protein 3	P16989		dbpA|ZONAB|CSDA1|CSDA	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
CFD	HGNC:2771	1675	ENSG00000197766	complement factor D	P00746		ADN|DF|PFD	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
LTBP3	HGNC:6716	4054	ENSG00000168056	latent transforming growth factor beta binding protein 3	Q9NS15		LTBP2	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC46A3	HGNC:27501	283537	ENSG00000139508	solute carrier family 46 member 3	Q7Z3Q1		DKFZp686A1775|FLJ42613	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
OXCT1	HGNC:8527	5019	ENSG00000083720	3-oxoacid CoA-transferase 1	P55809		SCOT|OXCT	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
CDC37L1	HGNC:17179	55664	ENSG00000106993	cell division cycle 37 like 1, HSP90 cochaperone	Q7L3B6		HARC|FLJ20639|CDC37B	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
REPS1	HGNC:15578	85021	ENSG00000135597	RALBP1 associated Eps domain containing 1	Q96D71			prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC6A11	HGNC:11044	6538	ENSG00000132164	solute carrier family 6 member 11	P48066		GAT3	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
STAB1	HGNC:18628	23166	ENSG00000010327	stabilin 1	Q9NY15		KIAA0246|STAB-1|FEEL-1|CLEVER-1|FELE-1|FEX1|SCARH2	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
RNH1	HGNC:10074	6050	ENSG00000023191	ribonuclease/angiogenin inhibitor 1	P13489		RAI|RNH	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
GNRHR	HGNC:4421	2798	ENSG00000109163	gonadotropin releasing hormone receptor	P30968		LHRHR|GRHR	prostate cancer	known	1	approved_drug	leuprolide; goserelin; degarelix; relugolix — approved (androgen deprivation)	curated (Claude knowledge, 2026-05; unverified)
SEPTIN1	HGNC:2879	1731	ENSG00000180096	septin 1	Q8WYJ6		PNUTL3|Septin-1|DIFF6|SEPT1	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
MYO15B	HGNC:14083	80022	ENSG00000266714	myosin XVB	Q96JP2		MYO15BP	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
LRTM2	HGNC:32443	654429	ENSG00000166159	leucine rich repeat transmembrane protein 2	Q8N967			prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC35H1	HGNC:17117	51006	ENSG00000080189	solute carrier family 35 member H1	Q9NQQ7		CGI-15|bA394O2.1|C20orf5|OVCOV1|SLC35C2	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC22A2	HGNC:10966	6582	ENSG00000112499	solute carrier family 22 member 2	O15244		OCT2	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
DNA2	HGNC:2939	1763	ENSG00000138346	DNA replication helicase/nuclease 2	P51530		KIAA0083|DNA2L	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
APLP2	HGNC:598	334	ENSG00000084234	amyloid beta precursor like protein 2	Q06481		APPH|APPL2	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
ACACA	HGNC:84	31	ENSG00000278540	acetyl-CoA carboxylase alpha	Q13085		ACC1|ACC-alpha|ACCA|ACCalpha|ACACalpha|Acac1|hACC1|ACAC|ACC	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC1A4	HGNC:10942	6509	ENSG00000115902	solute carrier family 1 member 4	P43007		SATT|ASCT1|ASCT-1	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC15A1	HGNC:10920	6564	ENSG00000088386	solute carrier family 15 member 1	P46059		PEPT1|HPECT1|HPEPT1	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
