symbol	hgnc_id	entrez_id	ensembl_gene_id	gene_name	uniprot_ids	protein_name_uniprot	alias_symbols	disease	category	label	evidence	note	source
ZBTB11	HGNC:16740	27107	ENSG00000066422	zinc finger and BTB domain containing 11	O95625		ZNF-U69274|ZNF913	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
STARD10	HGNC:10666	10809	ENSG00000214530	StAR related lipid transfer domain containing 10	Q9Y365		NY-CO-28|CGI-52|PCTP2|SDCCAG28	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
B3GAT1	HGNC:921	27087	ENSG00000109956	beta-1,3-glucuronyltransferase 1	Q9P2W7		GlcAT-P|CD57|LEU7	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
SLC25A37	HGNC:29786	51312	ENSG00000147454	solute carrier family 25 member 37	Q9NYZ2		MSCP|MFRN|MFRN1|HT015	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
NTF4	HGNC:8024	4909	ENSG00000225950	neurotrophin 4	P34130		NT-4/5|GLC1O|NTF5	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
KIAA0319	HGNC:21580	9856	ENSG00000137261	KIAA0319	Q5VV43		NMIG	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
KLF4	HGNC:6348	9314	ENSG00000136826	KLF transcription factor 4	O43474		EZF|GKLF	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
MAGEB18	HGNC:28515	286514	ENSG00000176774	MAGE family member B18	Q96M61		MGC33889	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
ANKRD60	HGNC:16217	140731	ENSG00000124227	ankyrin repeat domain 60	Q9BZ19		bA196N14.3|C20orf86	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
CLEC19A	HGNC:34522	728276	ENSG00000261210	C-type lectin domain containing 19A	Q6UXS0			rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
TMEM80	HGNC:27453	283232	ENSG00000177042	transmembrane protein 80	Q96HE8		FLJ38216	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
BCAN	HGNC:23059	63827	ENSG00000132692	brevican	Q96GW7		BEHAB|MGC13038|CSPG7	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
DDX60L	HGNC:26429	91351	ENSG00000181381	DExD/H-box 60 like	Q5H9U9		FLJ31033	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
LGALS1	HGNC:6561	3956	ENSG00000100097	galectin 1	P09382		GBP	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
RASGEF1B	HGNC:24881	153020	ENSG00000138670	RasGEF domain family member 1B	Q0VAM2		GPIG4|FLJ31695	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
PODNL1	HGNC:26275	79883	ENSG00000132000	podocan like 1	Q6PEZ8		FLJ23447|SLRR5B	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
SRRM3	HGNC:26729	222183	ENSG00000177679	serine/arginine repetitive matrix 3	A6NNA2		FLJ37078	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
FAM222A	HGNC:25915	84915	ENSG00000139438	family with sequence similarity 222 member A	Q5U5X8		FLJ14721|C12orf34	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
OR4C16	HGNC:15172	219428	ENSG00000279514	olfactory receptor family 4 subfamily C member 16	Q8NGL9			rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
ZNF622	HGNC:30958	90441	ENSG00000173545	zinc finger protein 622	Q969S3		MGC2485|MGC17552|ZPR9	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
BCAR1	HGNC:971	9564	ENSG00000050820	BCAR1 scaffold protein, Cas family member	P56945		P130Cas|Crkas|CAS|CASS1	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
GPRASP3	HGNC:29353	80823	ENSG00000198908	G protein-coupled receptor associated sorting protein family member 3	Q6PI77		p60TRP|KIAA1701|GASP3|BHLHB9	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
PIK3R3	HGNC:8981	8503	ENSG00000117461	phosphoinositide-3-kinase regulatory subunit 3	Q92569		p55	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
SLC45A3	HGNC:8642	85414	ENSG00000158715	solute carrier family 45 member 3	Q96JT2		IPCA-6|prostein|IPCA-2|IPCA-8|PCANAP6|PCANAP2|PCANAP8	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
UMOD	HGNC:12559	7369	ENSG00000169344	uromodulin	P07911			rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
CLDN20	HGNC:2042	49861	ENSG00000171217	claudin 20	P56880			rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
S100A11	HGNC:10488	6282	ENSG00000163191	S100 calcium binding protein A11	P31949		S100C	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
IL17C	HGNC:5983	27189	ENSG00000124391	interleukin 17C	Q9P0M4		IL-17C|CX2|IL-21|MGC126884|MGC138401	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
TAF13	HGNC:11546	6884	ENSG00000197780	TATA-box binding protein associated factor 13	Q15543		TAFII18|TAF2K	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
NDP	HGNC:7678	4693	ENSG00000124479	norrin cystine knot growth factor NDP	Q00604		norrin|EVR2	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
FBXO36	HGNC:27020	130888	ENSG00000153832	F-box protein 36	Q8NEA4		Fbx36|FLJ37592	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
SLC4A8	HGNC:11034	9498	ENSG00000050438	solute carrier family 4 member 8	Q2Y0W8		NBC3	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
DNAJC3	HGNC:9439	5611	ENSG00000102580	DnaJ heat shock protein family (Hsp40) member C3	Q13217		P58|P58IPK|HP58|ERdj6|p58(IPK)|PRKRI	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
SUSD1	HGNC:25413	64420	ENSG00000106868	sushi domain containing 1	Q6UWL2		DKFZP761E1824	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
HMHB1	HGNC:29677	57824	ENSG00000158497	histocompatibility minor HB-1	O97980		HB-1|HB-1Y	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
ANKRD61	HGNC:22467	100310846	ENSG00000157999	ankyrin repeat domain 61	A6NGH8			rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
SLC23A2	HGNC:10973	9962	ENSG00000089057	solute carrier family 23 member 2	Q9UGH3		SVCT2|KIAA0238|YSPL2|SLC23A1	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
SSTR5	HGNC:11334	6755	ENSG00000162009	somatostatin receptor 5	P35346			rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
SLC16A9	HGNC:23520	220963	ENSG00000165449	solute carrier family 16 member 9	Q7RTY1		FLJ43803|MCT9|C10orf36	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
MCM4	HGNC:6947	4173	ENSG00000104738	minichromosome maintenance complex component 4	P33991		CDC54|hCdc21|P1-Cdc21|MGC33310|CDC21	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
RNF2	HGNC:10061	6045	ENSG00000121481	ring finger protein 2	Q99496		BAP-1|BAP1|DING|HIPI3|RING1B|RING2	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
CENPO	HGNC:28152	79172	ENSG00000138092	centromere protein O	Q9BU64		MGC11266|CENP-O	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
SRD5A1	HGNC:11284	6715	ENSG00000145545	steroid 5 alpha-reductase 1	P18405			rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
EMX2	HGNC:3341	2018	ENSG00000170370	empty spiracles homeobox 2	Q04743			rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
HSH2D	HGNC:24920	84941	ENSG00000196684	hematopoietic SH2 domain containing	Q96JZ2		ALX|HSH2|FLJ14886	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
ANKRD36C	HGNC:32946	400986	ENSG00000174501	ankyrin repeat domain 36C	Q5JPF3		DKFZp667P0924	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
RANGRF	HGNC:17679	29098	ENSG00000108961	RAN guanine nucleotide release factor	Q9HD47		MOG1|HSPC165|HSPC236|RANGNRF	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
PUSL1	HGNC:26914	126789	ENSG00000169972	pseudouridine synthase like 1	Q8N0Z8		FLJ90811	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
SP140L	HGNC:25105	93349	ENSG00000185404	SP140 like nuclear body protein	Q9H930			rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
KLHL33	HGNC:31952	123103	ENSG00000185271	kelch like family member 33	A6NCF5			rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
PYDC5	HGNC:53781	107181291	ENSG00000289721	pyrin domain containing 5	W6CW81		POP3	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
GRK7	HGNC:17031	131890	ENSG00000114124	G protein-coupled receptor kinase 7	Q8WTQ7		GPRK7	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
GOLGA6L19	HGNC:49416	101927601		golgin A6 family like 19	H0YKK7			rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
AS3MT	HGNC:17452	57412	ENSG00000214435	arsenite methyltransferase	Q9HBK9		CYT19	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
ZNF37A	HGNC:13102	7587	ENSG00000075407	zinc finger protein 37A	P17032		KOX21|ZNF37	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
CCDC125	HGNC:28924	202243	ENSG00000183323	coiled-coil domain containing 125	Q86Z20		KENAE	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
ARHGEF33	HGNC:37252	100271715	ENSG00000214694	Rho guanine nucleotide exchange factor 33	A8MVX0			rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
YIPF5	HGNC:24877	81555	ENSG00000145817	Yip1 domain family member 5	Q969M3		SMAP-5|FinGER5|Yip1a|YIPFalpha1A	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
CPSF6	HGNC:13871	11052	ENSG00000111605	cleavage and polyadenylation specific factor 6	Q16630		CFIM|HPBRII-4|HPBRII-7|CFIM68|CFIM72	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
MMP2	HGNC:7166	4313	ENSG00000087245	matrix metallopeptidase 2	P08253		MMP-2|TBE-1|CLG4|CLG4A	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
PNMA6A	HGNC:28248	84968	ENSG00000235961	PNMA family member 6A	P0CW24		MGC15827|PNMA6C	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
USP12	HGNC:20485	219333	ENSG00000152484	ubiquitin specific peptidase 12	O75317		USP12L1	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
SPRR5	HGNC:53428	110806278	ENSG00000283227	small proline rich protein 5	A0A1B0GTR4			rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
CCDC180	HGNC:29303	100499483	ENSG00000197816	coiled-coil domain containing 180	Q9P1Z9		DKFZp434I2420|BDAG1|FAP76|CFAP76|KIAA1529|C9orf174	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
NLRP11	HGNC:22945	204801	ENSG00000179873	NLR family pyrin domain containing 11	P59045		PYPAF6|NOD17|PAN10|CLR19.6|NALP11	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
LY9	HGNC:6730	4063	ENSG00000122224	lymphocyte antigen 9	Q9HBG7		CD229|mLY9|SLAMF3|hly9	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
KRT15	HGNC:6421	3866	ENSG00000171346	keratin 15	P19012		K15|CK15|K1CO	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
SPATA1	HGNC:14682	100505741	ENSG00000122432	spermatogenesis associated 1	Q5VX52		SP-2	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
HNRNPA2B1	HGNC:5033	3181	ENSG00000122566	heterogeneous nuclear ribonucleoprotein A2/B1	P22626		HNRNPA2|HNRNPB1|HNRPA2B1	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
CD37	HGNC:1666	951	ENSG00000104894	CD37 molecule	P11049		TSPAN26	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
TAF1	HGNC:11535	6872	ENSG00000147133	TATA-box binding protein associated factor 1	P21675		NSCL2|TAFII250|KAT4|DYT3/TAF1|TAF2A|BA2R|CCG1|CCGS|DYT3	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
REXO2	HGNC:17851	25996	ENSG00000076043	RNA exonuclease 2	Q9Y3B8		DKFZP566E144|SFN|CGI-114	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
RAX	HGNC:18662	30062	ENSG00000134438	retina and anterior neural fold homeobox	Q9Y2V3		RX|RAX1	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
MCM2	HGNC:6944	4171	ENSG00000073111	minichromosome maintenance complex component 2	P49736		D3S3194|KIAA0030|BM28|cdc19|DFNA70|CCNL1|CDCL1	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
RFC1	HGNC:9969	5981	ENSG00000035928	replication factor C subunit 1	P35251		A1|PO-GA|RFC140|MHCBFB	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
CTNNBL1	HGNC:15879	56259	ENSG00000132792	catenin beta like 1	Q8WYA6		FLJ21108|P14L|P14|NAP|NYD-SP19|C20orf33	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
EHMT1	HGNC:24650	79813	ENSG00000181090	euchromatic histone lysine methyltransferase 1	Q9H9B1		Eu-HMTase1|FLJ12879|KIAA1876|bA188C12.1|KMT1D|FLJ40292|GLP|EHMT1-IT1	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
TOB2	HGNC:11980	10766	ENSG00000183864	transducer of ERBB2, 2	Q14106		TOBL|TOB4|bK223H9|APRO5|TROB2	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
FBXO39	HGNC:28565	162517	ENSG00000177294	F-box protein 39	Q8N4B4		MGC35179|Fbx39|CT144	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
FILIP1	HGNC:21015	27145	ENSG00000118407	filamin A interacting protein 1	Q7Z7B0		FILIP|KIAA1275	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
ANAPC10	HGNC:24077	10393	ENSG00000164162	anaphase promoting complex subunit 10	Q9UM13		APC10|DOC1|DKFZP564L0562	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
SPINK14	HGNC:33825	408187	ENSG00000196800	serine peptidase inhibitor Kazal type 14 (putative)	Q6IE38		SPINK5L2	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
PUS10	HGNC:26505	150962	ENSG00000162927	pseudouridine synthase 10	Q3MIT2		FLJ32312|CCDC139	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
TBP	HGNC:11588	6908	ENSG00000112592	TATA-box binding protein	P20226		TFIID|TBP1|GTF2D1|SCA17	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
STMND1	HGNC:44668	401236	ENSG00000230873	stathmin domain containing 1	H3BQB6		FLJ23152	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
MOB3A	HGNC:29802	126308	ENSG00000172081	MOB kinase activator 3A	Q96BX8		MOB1C|MOB-LAK|moblak|MOBKL2A	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
SAMD3	HGNC:21574	154075	ENSG00000164483	sterile alpha motif domain containing 3	Q8N6K7		bA73O6.2|FLJ34032	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
TP53TG3	HGNC:30759	24150	ENSG00000183632	TP53 target 3	Q9ULZ0		P53TG3|TP53TG3A	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
FAU	HGNC:3597	2197	ENSG00000149806	FAU ubiquitin like and ribosomal protein S30 fusion	P62861		RPS30|FLJ22986|Fub1|Fubi|MNSFbeta|asr1|S30|eS30	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
STAC	HGNC:11353	6769	ENSG00000144681	SH3 and cysteine rich domain	Q99469		STAC1	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
DAGLB	HGNC:28923	221955	ENSG00000164535	diacylglycerol lipase beta	Q8NCG7		KCCR13L|DAGLBETA	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
NPR2	HGNC:7944	4882	ENSG00000159899	natriuretic peptide receptor 2	P20594		GUCY2B|ANPb|GC-B|ANPRB|NPRB|AMDM	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
MMP19	HGNC:7165	4327	ENSG00000123342	matrix metallopeptidase 19	Q99542		RASI-1|MMP18	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
SRPRB	HGNC:24085	58477	ENSG00000144867	SRP receptor subunit beta	Q9Y5M8		APMCF1|SR-beta	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
RNF151	HGNC:23235	146310	ENSG00000179580	ring finger protein 151	Q2KHN1			rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
USP40	HGNC:20069	55230	ENSG00000085982	ubiquitin specific peptidase 40	Q9NVE5		FLJ10785	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
USP17L28	HGNC:44456	728400	ENSG00000231051	ubiquitin specific peptidase 17 like family member 28	Q0WX57			rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
MS4A6A	HGNC:13375	64231	ENSG00000110077	membrane spanning 4-domains A6A	Q9H2W1		CD20L3|MS4A6	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
GPR68	HGNC:4519	8111	ENSG00000119714	G protein-coupled receptor 68	Q15743		OGR1	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
CDK5R1	HGNC:1775	8851	ENSG00000176749	cyclin dependent kinase 5 regulatory subunit 1	Q15078		p35nck5a|Nck5a|p35	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
SLCO2B1	HGNC:10962	11309	ENSG00000137491	solute carrier organic anion transporter family member 2B1	O94956		OATP-B|OATP2B1|SLC21A9	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
FRMPD1	HGNC:29159	22844	ENSG00000070601	FERM and PDZ domain containing 1	Q5SYB0		KIAA0967|FRMD2	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
NSG1	HGNC:18790	27065	ENSG00000168824	neuronal vesicle trafficking associated 1	P42857		P21|D4S234E|NEEP21	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
SCRT1	HGNC:15950	83482	ENSG00000261678	scratch family transcriptional repressor 1	Q9BWW7		DKFZp547F072|ZNF898	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
SLC8A3	HGNC:11070	6547	ENSG00000100678	solute carrier family 8 member A3	P57103		NCX3	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
PUS7L	HGNC:25276	83448	ENSG00000129317	pseudouridine synthase 7 like	Q9H0K6		DKFZP434G1415	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
NDUFA10	HGNC:7684	4705	ENSG00000130414	NADH:ubiquinone oxidoreductase subunit A10	O95299		CI-42k	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
FAM13A	HGNC:19367	10144	ENSG00000138640	family with sequence similarity 13 member A	O94988		KIAA0914|ARHGAP48|FAM13A1	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
ASGR2	HGNC:743	433	ENSG00000161944	asialoglycoprotein receptor 2	P07307		CLEC4H2	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
CDK14	HGNC:8883	5218	ENSG00000058091	cyclin dependent kinase 14	O94921		PFTAIRE1|PFTK1	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
WARS2	HGNC:12730	10352	ENSG00000116874	tryptophanyl tRNA synthetase 2, mitochondrial	Q9UGM6		mtTrpRS	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
PRAMEF5	HGNC:27995	343068	ENSG00000270601	PRAME family member 5	Q5TYX0		PRAMEF5L|PRAMEF23	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
ZNF516	HGNC:28990	9658	ENSG00000101493	zinc finger protein 516	Q92618		HsT287|KIAA0222	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
LDHC	HGNC:6544	3948	ENSG00000166796	lactate dehydrogenase C	P07864		CT32	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
SDF2	HGNC:10675	6388	ENSG00000132581	stromal cell derived factor 2	Q99470			rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
CAPN14	HGNC:16664	440854	ENSG00000214711	calpain 14	A8MX76			rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
RPL18	HGNC:10310	6141	ENSG00000063177	ribosomal protein L18	Q07020		L18|eL18	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
MT1A	HGNC:7393	4489	ENSG00000205362	metallothionein 1A	P04731		MT1|MT1S	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
KRTAP4-5	HGNC:18899	85289	ENSG00000198271	keratin associated protein 4-5	Q9BYR2		KAP4.5	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
HSBP1L1	HGNC:37243	440498	ENSG00000226742	heat shock factor binding protein 1 like 1	C9JCN9		FLJ10967|MGC189743	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
SERPINA4	HGNC:8948	5267	ENSG00000100665	serpin family A member 4	P29622		KST|KAL|KLST|PI4	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
RNF208	HGNC:25420	727800	ENSG00000212864	ring finger protein 208	Q9H0X6		DKFZP761H1710	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
WNT5A	HGNC:12784	7474	ENSG00000114251	Wnt family member 5A	P41221		hWNT5A	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
CYC1	HGNC:2579	1537	ENSG00000179091	cytochrome c1	P08574		UQCR4	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
ACMSD	HGNC:19288	130013	ENSG00000153086	aminocarboxymuconate semialdehyde decarboxylase	Q8TDX5			rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
KIR2DL1	HGNC:6329	3802	ENSG00000125498	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1	P43626		cl-42|nkat1|47.11|p58.1|CD158A	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
ZNF292	HGNC:18410	23036	ENSG00000188994	zinc finger protein 292	O60281		KIAA0530|ZFP292|bA393I2.3|Zn-15|Zn-16	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
SDHAF4	HGNC:20957	135154	ENSG00000154079	succinate dehydrogenase complex assembly factor 4	Q5VUM1		Sdh8|C6orf57	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
CDC5L	HGNC:1743	988	ENSG00000096401	cell division cycle 5 like	Q99459		PCDC5RP|hCDC5|CEF1|CDC5	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
ANKS3	HGNC:29422	124401	ENSG00000168096	ankyrin repeat and sterile alpha motif domain containing 3	Q6ZW76		KIAA1977|FLJ32345|FLJ32767	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
TMEM65	HGNC:25203	157378	ENSG00000164983	transmembrane protein 65	Q6PI78			rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
KRTAP24-1	HGNC:33902	643803	ENSG00000188694	keratin associated protein 24-1	Q3LI83		KAP24.1	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
COX7A2L	HGNC:2289	9167	ENSG00000115944	cytochrome c oxidase subunit 7A2 like	O14548		EB1|COX7RP|COX7AR|SIG81|SCAF1|SCAFI	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
PRMT6	HGNC:18241	55170	ENSG00000198890	protein arginine methyltransferase 6	Q96LA8		FLJ10559|HRMT1L6	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
TIFA	HGNC:19075	92610	ENSG00000145365	TRAF interacting protein with forkhead associated domain	Q96CG3		MGC20791|T2BP|T6BP|TIFAA	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
CD8B	HGNC:1707	926	ENSG00000172116	CD8 subunit beta	P10966		Ly-3|LYT3|P37|CD8beta|CD8B1	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
TRIM9	HGNC:16288	114088	ENSG00000100505	tripartite motif containing 9	Q9C026		SPRING|RNF91	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
IVD	HGNC:6186	3712	ENSG00000128928	isovaleryl-CoA dehydrogenase	P26440		ACAD2|IVDH	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
SOX17	HGNC:18122	64321	ENSG00000164736	SRY-box transcription factor 17	Q9H6I2			rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
SUCNR1	HGNC:4542	56670	ENSG00000198829	succinate receptor 1	Q9BXA5		GPR91	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
RIIAD1	HGNC:26686	284485	ENSG00000178796	regulatory subunit of type II PKA R-subunit domain containing 1	A6NNX1		FLJ36032|NCRNA00166|C1orf230	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
CPN1	HGNC:2312	1369	ENSG00000120054	carboxypeptidase N subunit 1	P15169			rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
UPK2	HGNC:12579	7379	ENSG00000110375	uroplakin 2	O00526		UP2|UPII|MGC138598	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
TM9SF1	HGNC:11864	10548	ENSG00000100926	transmembrane 9 superfamily member 1	O15321		MP70|HMP70	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
FANCB	HGNC:3583	2187	ENSG00000181544	FA complementation group B	Q8NB91		FAB|FLJ34064|FAAP95	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
FCHSD2	HGNC:29114	9873	ENSG00000137478	FCH and double SH3 domains 2	O94868		KIAA0769|SH3MD3	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
CDKN2AIP	HGNC:24325	55602	ENSG00000168564	CDKN2A interacting protein	Q9NXV6		XTBD2|FLJ20036|CARF	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
ITIH3	HGNC:6168	3699	ENSG00000162267	inter-alpha-trypsin inhibitor heavy chain 3	Q06033		H3P	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
THSD1	HGNC:17754	55901	ENSG00000136114	thrombospondin type 1 domain containing 1	Q9NS62		TMTSP	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
OR2A25	HGNC:19562	392138	ENSG00000221933	olfactory receptor family 2 subfamily A member 25	A4D2G3		OR2A25P|OR2A27	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
